business_status,education_level_numeric,owner_business_experience,owner_age,owner_gender,entrepreneur_capability,gender_success_factor,business_location,business_sector,entity_type,location_success_probability,sector_success_probability,market_positioning_score,entity_type_advantage,business_capital,capital_source,number_of_employees,capital_adequacy,capital_source_effectiveness,financial_planning_score,business_scale_score,overall_risk_score,risk_adjusted_success_probability,under_capitalization_risk,experience_gap,pre_investment_success_score,prediction_confidence,success_category,improvement_focus
Fail,1,0,54,M,0.4027777058518902,0.6768513723459347,RUTSIRO,Transportation And Storage,INDIVIDUAL,0.65,0.7173447537473233,1.177038626223991,0.6199585157870477,2239291,Foreign Investment,2,0.14444479241146077,0.6920762286860582,0.45873406670868266,0.7,0.5349937305386208,0.46500626946137924,1,1,0.6227777388810113,0.6,Moderate,Skills & Experience Development
Success,3,7,70,F,0.6364003446636558,0.6843356310910388,GATSIBO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,0.668918918918919,0.6238907849829352,0.8920859349020875,0.6199585157870477,3591145,Inheritance,3,0.9943767785431514,0.6826003824091779,0.8433743093585412,0.7,0.17267446401686004,0.82732553598314,0,0,0.7902502716608819,0.8999999999999999,Good,Skills & Experience Development
Success,5,5,61,F,0.7039003446636559,0.6843356310910388,RULINDO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,0.680365296803653,0.6238907849829352,1.0475712672965507,0.718362748779572,95640450,Venture Capital,19,26.48254040686671,0.6891891891891891,1.0167567567567568,0.8,0.2493557998911909,0.7506442001088092,0,0,0.8773809494341855,0.8999999999999999,Excellent,Skills & Experience Development
Fail,6,1,37,M,0.6790277058518902,0.6768513723459347,NYARUGENGE,Transportation And Storage,INDIVIDUAL,0.7013574660633484,0.7173447537473233,0.8751453947031287,0.6199585157870477,35821814,Family/Friends,1,2.3106753374313382,0.696969696969697,1.049090909090909,0.7,0.44433903840525013,0.5556609615947499,0,1,0.7958995800230265,0.7999999999999999,Good,Risk Mitigation & Strategy
Success,6,0,35,F,0.5851503446636559,0.6843356310910388,GASABO,Other Service Activities,INDIVIDUAL,0.6970091027308193,0.5479876160990712,0.5883074311735743,0.6199585157870477,135512,Business Partner,1,0.21746131978506134,0.6854838709677419,0.4750104912365879,0.7,0.546715769570051,0.45328423042994903,1,1,0.5320314300876271,0.5,Moderate,Risk Mitigation & Strategy
Success,2,0,21,F,0.3851503446636558,0.6843356310910388,NYAMAGABE,Financial And Insurance Activities,INDIVIDUAL,0.6278195488721805,0.7864321608040201,1.832745525535096,0.6199585157870477,99765956,Bank Loan,3,0.42005020517075986,0.671356783919598,0.5214195864685693,0.7,0.5360252310503566,0.4639747689496434,1,1,0.7968813351899418,0.7,Good,Skills & Experience Development
Success,6,1,32,M,0.6540277058518902,0.6768513723459347,KICUKIRO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,0.657762938230384,0.6238907849829352,0.6396499438077341,0.718362748779572,5143115,Venture Capital,2,1.4241124001890653,0.6891891891891891,0.952784856804023,0.7,0.376681479136849,0.623318520863151,0,1,0.7189807160811366,0.7999999999999999,Good,Risk Mitigation & Strategy
Success,5,3,40,F,0.7539003446636559,0.6843356310910388,KAYONZA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,0.6387959866220736,0.6238907849829352,0.8630325707477713,0.6199585157870477,50000,Government Grant,1,0.013844843059012535,0.6453900709219859,0.41207823204134886,0.7,0.3880161717834073,0.6119838282165927,1,0,0.6673445697396954,0.7,Good,Capital Strategy & Financial Planning
Success,1,0,21,F,0.3539003446636558,0.6843356310910388,GICUMBI,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,0.6863354037267081,0.6238907849829352,0.8695514202301435,0.6199585157870477,172650,Venture Capital,1,0.04780624308277029,0.6891891891891891,0.4337083175274493,0.7,0.5391844723812608,0.46081552761873923,1,1,0.5241481433622428,0.6,Moderate,Skills & Experience Development
Fail,3,0,30,M,0.49027770585189023,0.6768513723459347,MUHANGA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,0.6846590909090909,0.6238907849829352,0.8313302626327572,0.6199585157870477,8710728,Foreign Investment,1,2.411973241794923,0.6920762286860582,1.0476228686058173,0.7,0.4054332928021763,0.5945667071978237,0,1,0.7357349360047755,0.7,Good,Skills & Experience Development
Success,6,4,63,F,0.7351503446636559,0.6843356310910388,NYAMASHEKE,Other Service Activities,INDIVIDUAL,0.6842105263157895,0.5479876160990712,0.8873913396013242,0.6199585157870477,399682,Microfinance,1,0.641385081869745,0.6820461384152458,0.65496011199201,0.7,0.24696102890031507,0.753038971099685,0,0,0.7567407605173673,0.7999999999999999,Good,Capital Strategy & Financial Planning
Fail,1,0,27,M,0.4277777058518902,0.6768513723459347,MUHANGA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,0.6846590909090909,0.6238907849829352,0.8313302626327572,0.6199585157870477,2889077,Venture Capital,1,0.7999763530080553,0.6891891891891891,0.6967508450087706,0.7,0.4054332928021763,0.5945667071978237,0,1,0.6292669301055138,0.7,Moderate,Skills & Experience Development
Fail,1,1,35,F,0.4989003446636558,0.6843356310910388,RUHANGO,Other Service Activities,INDIVIDUAL,0.6788079470198676,0.5479876160990712,0.885921954899574,0.6199585157870477,91612,Inheritance,1,0.14701330087482317,0.6826003824091779,0.4565334399414591,0.7,0.5415426366148642,0.45845736338513576,1,1,0.5769754247863822,0.6,Moderate,Capital Strategy & Financial Planning
Success,4,2,40,M,0.6165277058518902,0.6768513723459347,RULINDO,Other Service Activities,INDIVIDUAL,0.680365296803653,0.5479876160990712,1.042116778395499,0.6199585157870477,158722,Venture Capital,1,0.25470729971459727,0.6891891891891891,0.48543358168540607,0.7,0.5218326902862129,0.47816730971378707,1,1,0.6624793637185508,0.6,Good,Risk Mitigation & Strategy
Success,2,3,47,M,0.6590277058518902,0.6768513723459347,GATSIBO,Information And Communication,INDIVIDUAL,0.668918918918919,0.7407407407407407,1.935652457212086,0.6199585157870477,374121,Crowdfunding,2,0.028210256940598574,0.6709741550695825,0.42334481075602437,0.7,0.3500443484573723,0.6499556515426277,1,0,0.9174487590561202,0.7,Excellent,Capital Strategy & Financial Planning
Success,7,5,46,M,0.8152777058518902,0.6768513723459347,KAYONZA,Other Service Activities,INDIVIDUAL,0.6387959866220736,0.5479876160990712,0.8575780818467196,0.6199585157870477,727395,Family/Friends,1,1.1672787406654368,0.696969696969697,0.8909105942572683,0.7,0.3627360537130585,0.6372639462869415,0,0,0.8091582700389524,0.7999999999999999,Excellent,Risk Mitigation & Strategy
Fail,1,0,30,F,0.4289003446636558,0.6843356310910388,BUGESERA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,0.6588628762541806,0.6238907849829352,0.8794533615188171,0.6199585157870477,808913,Crowdfunding,1,0.22398547066790014,0.6709741550695825,0.47228861418784973,0.7,0.5628771899012458,0.4371228100987542,1,1,0.5540301593455144,0.6,Moderate,Skills & Experience Development
Success,8,1,23,M,0.6415277058518902,0.6768513723459347,RUBAVU,Transportation And Storage,INDIVIDUAL,0.6776859504132231,0.7173447537473233,1.0574405391438402,0.6199585157870477,16316773,Foreign Investment,5,1.0525085345361223,0.6920762286860582,0.920750002239848,1.0,0.3597295368173312,0.6402704631826688,0,1,0.8150600397380229,0.7999999999999999,Excellent,Risk Mitigation & Strategy
Fail,4,2,35,F,0.5926503446636558,0.6843356310910388,GATSIBO,Other Service Activities,INDIVIDUAL,0.668918918918919,0.5479876160990712,0.8866314460010358,0.6199585157870477,665399,Microfinance,1,1.0677913743702405,0.6820461384152458,0.8615616851171338,0.7,0.37358141237391806,0.6264185876260819,0,1,0.7401271037038555,0.7,Good,Skills & Experience Development
Fail,5,0,38,F,0.5789003446636558,0.6843356310910388,KAMONYI,Other Service Activities,INDIVIDUAL,0.7058823529411765,0.5479876160990712,0.9282614689521371,0.6199585157870477,116153,Bank Loan,1,0.1863951877102709,0.671356783919598,0.46300583210344703,0.7,0.547358544136525,0.45264145586347504,1,1,0.6120152198356877,0.5,Moderate,Risk Mitigation & Strategy
Success,5,1,21,F,0.5489003446636559,0.6843356310910388,KICUKIRO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,0.657762938230384,0.6238907849829352,0.6396499438077341,0.6199585157870477,697953,Foreign Investment,1,0.19326099495133953,0.6920762286860582,0.4709381173436523,0.7,0.52811646781823,0.47188353218177004,1,1,0.5366938251232973,0.7,Moderate,Capital Strategy & Financial Planning
Success,3,0,24,M,0.41527770585189017,0.6768513723459347,GASABO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,0.6970091027308193,0.6238907849829352,0.5937619200746261,0.718362748779572,6058801,Inheritance,9,1.6776629794157643,0.6826003824091779,1.0241958595766945,1.0,0.40044874834436806,0.599551251655632,0,1,0.6489830069995237,0.7,Moderate,Skills & Experience Development
Fail,3,0,23,M,0.41527770585189017,0.6768513723459347,GASABO,"Professional, Scientific And Technical Activities",PRIVATE CORPORATION,0.6970091027308193,0.6973684210526315,1.417725361911249,0.718362748779572,40548725,Bank Loan,6,5.13983321065372,0.671356783919598,1.0514070351758795,1.0,0.39829911658579076,0.6017008834142092,0,1,0.862206587710191,0.7,Excellent,Skills & Experience Development
Fail,5,5,33,F,0.7289003446636558,0.6843356310910388,NGOMA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,0.6764705882352942,0.6238907849829352,0.8837419149962575,0.6199585157870477,708412,Family/Friends,1,0.19615705922242377,0.696969696969697,0.473130173896515,0.7,0.48144049235533326,0.5185595076446667,1,0,0.6616000271512232,0.7999999999999999,Good,Capital Strategy & Financial Planning
Fail,3,6,35,F,0.7364003446636559,0.6843356310910388,RUTSIRO,Other Service Activities,INDIVIDUAL,0.65,0.5479876160990712,0.9283194480007817,0.6199585157870477,454068,Foreign Investment,1,0.7286603883948524,0.6920762286860582,0.6797879657045306,0.7,0.22960661451631836,0.7703933854836816,0,0,0.7770256339221613,0.7999999999999999,Good,Capital Strategy & Financial Planning
Fail,6,5,54,F,0.7351503446636559,0.6843356310910388,KICUKIRO,Other Service Activities,PRIVATE CORPORATION,0.657762938230384,0.5479876160990712,0.6341954549066823,0.718362748779572,1306830,Bank Loan,1,2.097120377049351,0.671356783919598,1.0414070351758793,0.7,0.2581782332013904,0.7418217667986096,0,0,0.7878100792794591,0.7999999999999999,Good,Market Research & Positioning
Success,4,2,52,F,0.5676503446636558,0.6843356310910388,KICUKIRO,Financial And Insurance Activities,INDIVIDUAL,0.657762938230384,0.7864321608040201,1.568903031423532,0.6199585157870477,4565203,Inheritance,4,0.0192211304705602,0.6826003824091779,0.4845853973403934,1.0,0.49644317197729415,0.5035568280227058,1,1,0.7843785761946193,0.7,Good,Capital Strategy & Financial Planning
Success,2,0,46,F,0.4851503446636558,0.6843356310910388,GASABO,Information And Communication,PRIVATE CORPORATION,0.6970091027308193,0.7407407407407407,1.6373284423846244,0.718362748779572,1135304088,Inheritance,7,85.6065819031595,0.6826003824091779,1.0547801147227533,1.0,0.3525947490885679,0.6474052509114321,0,1,0.9480532928582276,0.7,Excellent,Skills & Experience Development
Success,5,4,43,F,0.7539003446636559,0.6843356310910388,NYAMAGABE,Other Service Activities,INDIVIDUAL,0.6278195488721805,0.5479876160990712,0.8980379490182464,0.6199585157870477,146742,Government Grant,1,0.2354825328229195,0.6453900709219859,0.46748765448232565,0.7,0.40179614616298154,0.5982038538370185,1,0,0.6871922750416435,0.7,Good,Capital Strategy & Financial Planning
Success,3,2,37,M,0.5852777058518902,0.6768513723459347,NYARUGENGE,Real Estate Activities,PRIVATE CORPORATION,0.7013574660633484,0.7609427609427609,1.79973602499068,0.718362748779572,161981573,Government Grant,6,2.2976237399788095,0.6453900709219859,1.0936170212765957,1.0,0.3257374823503856,0.6742625176496144,0,1,1.033774076852309,0.7999999999999999,Excellent,Skills & Experience Development
Success,6,0,59,M,0.5590277058518902,0.6768513723459347,RUSIZI,Other Service Activities,INDIVIDUAL,0.6869300911854104,0.5479876160990712,0.855420396154021,0.6199585157870477,114472,Family/Friends,2,0.1836976223392433,0.696969696969697,0.4700153146757199,0.7,0.6547980883825626,0.3452019116174374,1,1,0.5681076217864898,0.5,Moderate,Risk Mitigation & Strategy
Fail,6,3,70,M,0.6590277058518902,0.6768513723459347,GASABO,Other Service Activities,PRIVATE CORPORATION,0.6970091027308193,0.5479876160990712,0.5883074311735743,0.718362748779572,422814,Crowdfunding,1,0.6785058921984837,0.6709741550695825,0.6609187195704956,0.7,0.27518987288831176,0.7248101271116882,0,0,0.6549768748639222,0.7,Good,Market Research & Positioning
Fail,2,0,21,F,0.3851503446636558,0.6843356310910388,MUHANGA,Other Service Activities,INDIVIDUAL,0.6846590909090909,0.5479876160990712,0.8258757737317055,0.6199585157870477,1523457,Personal Savings,1,2.444750057971177,0.6834381551362684,1.0450314465408803,0.7,0.5078641851826993,0.49213581481730073,0,1,0.6816990714307034,0.6,Good,Skills & Experience Development
Success,7,4,26,M,0.7902777058518902,0.6768513723459347,NYANZA,Construction,INDIVIDUAL,0.7024221453287197,0.7855153203342619,1.9564139245905507,0.6199585157870477,1300909,Family/Friends,2,0.02267310918487939,0.696969696969697,0.42975918638712896,0.7,0.4218618403770191,0.5781381596229809,1,0,0.9492542214245832,0.7999999999999999,Excellent,Capital Strategy & Financial Planning
Success,3,0,26,F,0.49140034466365584,0.6843356310910388,KICUKIRO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,0.657762938230384,0.6238907849829352,0.6396499438077341,0.718362748779572,28859839,Family/Friends,9,7.991198833267386,0.696969696969697,1.059090909090909,1.0,0.5023293148372417,0.49767068516275825,0,1,0.6716394536563092,0.7,Good,Skills & Experience Development
Fail,6,4,46,M,0.7840277058518902,0.6768513723459347,NGOMA,Transportation And Storage,INDIVIDUAL,0.6764705882352942,0.7173447537473233,1.1270066043184148,0.6199585157870477,12045319,Business Partner,2,0.7769796790523538,0.6854838709677419,0.689890081053411,0.7,0.2090761309581885,0.7909238690418114,0,0,0.8476172569068857,0.8999999999999999,Excellent,Capital Strategy & Financial Planning
Success,1,0,21,F,0.3539003446636558,0.6843356310910388,KICUKIRO,Other Service Activities,INDIVIDUAL,0.657762938230384,0.5479876160990712,0.6341954549066823,0.6199585157870477,1216334,Crowdfunding,1,1.9518979643090117,0.6709741550695825,1.0292667375981275,0.7,0.42567467807437864,0.5743253219256214,0,1,0.6369007159104234,0.6,Moderate,Skills & Experience Development
Fail,2,1,29,M,0.5290277058518902,0.6768513723459347,KICUKIRO,Transportation And Storage,INDIVIDUAL,0.657762938230384,0.7173447537473233,0.8829146331298914,0.6199585157870477,4085734,Personal Savings,1,0.2635490427454258,0.6834381551362684,0.48591870722723696,0.7,0.601646510609305,0.39835348939069504,1,1,0.5805873447229881,0.7,Moderate,Risk Mitigation & Strategy
Success,6,3,43,F,0.7851503446636559,0.6843356310910388,GASABO,Manufacturing,INDIVIDUAL,0.6970091027308193,0.750733137829912,1.607087451748721,0.6199585157870477,10985972,Bank Loan,4,0.3450805618790297,0.671356783919598,0.5626771756456368,1.0,0.33210053208328427,0.6678994679167157,1,0,0.9115661538310293,0.7999999999999999,Excellent,Capital Strategy & Financial Planning
Fail,5,0,22,M,0.47777770585189017,0.6768513723459347,NYAGATARE,Accommodation And Food Service Activities,INDIVIDUAL,0.7264957264957265,0.6518218623481782,1.416786120038414,0.6199585157870477,900115,Business Partner,1,0.09111876152220359,0.6854838709677419,0.4434248516708734,0.7,0.5548417596524143,0.44515824034758567,1,1,0.6974177027524061,0.6,Good,Capital Strategy & Financial Planning
Fail,6,7,61,M,0.8040277058518901,0.6768513723459347,GASABO,Transportation And Storage,INDIVIDUAL,0.6970091027308193,0.7173447537473233,0.8370266093967835,0.6199585157870477,89749302,Business Partner,4,5.789251730330493,0.6854838709677419,1.0556451612903226,1.0,0.17654548196390413,0.8234545180360959,0,0,0.8790671580345627,0.8999999999999999,Excellent,Skills & Experience Development
Fail,8,4,34,F,0.8226503446636558,0.6843356310910388,KAMONYI,Unclassified,INDIVIDUAL,0.7058823529411765,0.6707616707616708,1.658632324391132,0.6199585157870477,413890,Bank Loan,1,0.07219493067357458,0.671356783919598,0.434455767844273,0.7,0.36259862925126085,0.6374013707487391,1,0,0.8975474006076958,0.7999999999999999,Excellent,Capital Strategy & Financial Planning
Success,8,7,38,M,0.9165277058518901,0.6768513723459347,NYANZA,Transportation And Storage,INDIVIDUAL,0.7024221453287197,0.7173447537473233,1.1740717653453607,0.6199585157870477,18015333,Venture Capital,6,1.1620736364359696,0.6891891891891891,0.9472751658657492,1.0,0.17136162517741044,0.8286383748225896,0,0,0.9710227195228623,0.8999999999999999,Excellent,Risk Mitigation & Strategy
Success,6,6,55,F,0.8051503446636558,0.6843356310910388,KICUKIRO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,0.657762938230384,0.6238907849829352,0.6396499438077341,0.6199585157870477,281749,Business Partner,1,0.07801541374067446,0.6854838709677419,0.44014901472549117,0.7,0.3614969426854219,0.6385030573145781,1,0,0.6391954544953188,0.7999999999999999,Moderate,Capital Strategy & Financial Planning
Fail,6,3,42,F,0.7851503446636559,0.6843356310910388,NYAGATARE,Other Service Activities,INDIVIDUAL,0.7264957264957265,0.5479876160990712,0.8570979642073906,0.6199585157870477,174158,Bank Loan,1,0.2794780427646755,0.671356783919598,0.48627654586704827,0.7,0.38062553595127535,0.6193744640487246,1,0,0.6952636237274514,0.6,Good,Capital Strategy & Financial Planning
Fail,7,5,31,F,0.7914003446636558,0.6843356310910388,NGOMA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,0.6764705882352942,0.6238907849829352,0.8837419149962575,0.6199585157870477,418810,Foreign Investment,1,0.11596717443090081,0.6920762286860582,0.45161466221354263,0.7,0.3814404923553333,0.6185595076446667,1,0,0.6949711492304802,0.7999999999999999,Good,Capital Strategy & Financial Planning
Success,3,0,66,M,0.3902777058518902,0.6768513723459347,NYARUGENGE,Information And Communication,PRIVATE CORPORATION,0.7013574660633484,0.7407407407407407,1.6754472276909698,0.718362748779572,2223826,Microfinance,3,0.16768559597345128,0.6820461384152458,0.4615352405179365,0.7,0.5303703703703704,0.4696296296296296,1,1,0.7452548547337197,0.6,Good,Skills & Experience Development
Fail,7,0,21,M,0.5402777058518902,0.6768513723459347,KICUKIRO,Other Service Activities,INDIVIDUAL,0.657762938230384,0.5479876160990712,0.6341954549066823,0.6199585157870477,224133,Bank Loan,1,0.35967484789085213,0.671356783919598,0.5063257471485924,0.7,0.5749824737733034,0.42501752622669664,1,1,0.532217117514725,0.6,Moderate,Risk Mitigation & Strategy
Fail,3,0,39,F,0.5164003446636558,0.6843356310910388,RUBAVU,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,0.6776859504132231,0.6238907849829352,0.8141758498216828,0.6199585157870477,1907613,Personal Savings,1,0.5282120520466416,0.6834381551362684,0.6270844595525409,0.7,0.4939641387830379,0.5060358612169621,0,1,0.616442352986045,0.7,Moderate,Risk Mitigation & Strategy
Success,4,1,31,F,0.5926503446636558,0.6843356310910388,MUSANZE,Accommodation And Food Service Activities,PRIVATE CORPORATION,0.6956521739130435,0.6518218623481782,1.4637918115290394,0.718362748779572,21824247,Personal Savings,5,2.20927143508848,0.6834381551362684,1.1050314465408804,1.0,0.47712012402801873,0.5228798759719813,0,1,0.9245768931109728,0.7999999999999999,Excellent,Risk Mitigation & Strategy
Fail,7,2,43,M,0.7102777058518902,0.6768513723459347,KARONGI,Other Service Activities,INDIVIDUAL,0.6431372549019608,0.5479876160990712,0.930899649777436,0.6199585157870477,791739,Government Grant,1,1.2705340328923245,0.6453900709219859,0.9012505294996769,0.7,0.39326126171478437,0.6067387382852156,0,1,0.7924686042318884,0.7,Good,Risk Mitigation & Strategy
Success,1,0,23,M,0.35277770585189017,0.6768513723459347,GASABO,Activities Of Extraterritorial Organizations And Bodies,PRIVATE CORPORATION,0.6970091027308193,0.7159533073929961,1.8131182203425529,0.718362748779572,3352587,Family/Friends,2,0.5283180586008893,0.696969696969697,0.6311704237411314,0.7,0.515333498909954,0.48466650109004605,0,1,0.8138387729944974,0.7,Excellent,Skills & Experience Development
Fail,3,5,58,M,0.6402777058518903,0.6768513723459347,RUSIZI,Other Service Activities,INDIVIDUAL,0.6869300911854104,0.5479876160990712,0.855420396154021,0.6199585157870477,91641,Personal Savings,1,0.1470598382905042,0.6834381551362684,0.4567964061135066,0.7,0.49999932677265546,0.5000006732273445,1,0,0.6201376469679178,0.7,Moderate,Capital Strategy & Financial Planning
Fail,4,2,47,F,0.6176503446636559,0.6843356310910388,RUTSIRO,Accommodation And Food Service Activities,INDIVIDUAL,0.65,0.6518218623481782,1.488007603831805,0.6199585157870477,28976366,Bank Loan,1,2.9332813955262256,0.671356783919598,1.0414070351758793,0.7,0.362669863008128,0.637330136991872,0,1,0.9451147905493923,0.7999999999999999,Excellent,Skills & Experience Development
Success,5,1,49,M,0.6477777058518902,0.6768513723459347,BUGESERA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,0.6588628762541806,0.6238907849829352,0.8794533615188171,0.718362748779572,137866157,Family/Friends,6,38.17470613628365,0.696969696969697,1.059090909090909,1.0,0.46671276680240614,0.5332872331975939,0,1,0.7856268260475174,0.7999999999999999,Good,Risk Mitigation & Strategy
Fail,7,3,51,F,0.7664003446636559,0.6843356310910388,KICUKIRO,Construction,PRIVATE CORPORATION,0.657762938230384,0.7855153203342619,1.6652567923750816,0.718362748779572,17100989,Microfinance,4,0.2980474351137715,0.6820461384152458,0.5541257003030167,1.0,0.3505117261209453,0.6494882738790547,1,0,0.9146633813444324,0.7,Excellent,Capital Strategy & Financial Planning
Fail,4,0,21,F,0.4476503446636558,0.6843356310910388,KAMONYI,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,0.7058823529411765,0.6238907849829352,0.9337159578531891,0.718362748779572,75858279,Bank Loan,6,21.004919349635728,0.671356783919598,1.0514070351758795,1.0,0.3886548949164721,0.6113451050835279,0,1,0.7528448726730694,0.7,Good,Skills & Experience Development
Success,1,5,59,M,0.5777777058518903,0.6768513723459347,RULINDO,Construction,INDIVIDUAL,0.680365296803653,0.7855153203342619,2.0731781158638984,0.6199585157870477,18148883,Microfinance,4,0.3163108302291716,0.6820461384152458,0.5586915490818667,1.0,0.3324881726135208,0.6675118273864792,1,0,0.9648030934693043,0.8999999999999999,Excellent,Capital Strategy & Financial Planning
Fail,4,0,28,M,0.5215277058518902,0.6768513723459347,GASABO,Transportation And Storage,INDIVIDUAL,0.6970091027308193,0.7173447537473233,0.8370266093967835,0.6199585157870477,64826336,Bank Loan,3,4.181603304936967,0.671356783919598,0.9914070351758795,0.7,0.378409154187094,0.621590845812906,0,1,0.737884892061314,0.7,Good,Skills & Experience Development
